Starting balance is $4000.0
28 Dec Pasadena Foodland Iga Pasadena American Express 198.7 4708.54
28 Dec Virgin Mobile H/O Macquarie Prk MasterCard 30.0 4738.54
28 Dec Balthazar Cafe Pasadena MasterCard 8.2 4746.74
29 Dec Commonwealth Insurance Sydney Olympi MasterCard 56.6 4803.36
29 Dec Flagstaff Hill Foodqps Flagstaff Hil MasterCard 11.2 4814.61
29 Dec Ikea Adelaide Adelaide Airp MasterCard 718.9 5533.56
30 Dec Payment Received, Thank You MasterCard 3,000.00 2533.56
30 Dec Sermonaudio.Com 864-2525057##0000 4.95US DOLLARMasterCard 6.8 2538.51
30 Dec Web Ticketek Sydney Sydney American Express 80.4 2618.96
30 Dec Intnl Transaction Fee MasterCard 0.2 2619.17
31 Dec Adelaide Oval Sma Lqps Nth Adelaide MasterCard 8.3 2627.47
31 Dec Adelaide Oval Sma Ltd Nth Adelaide MasterCard 35.2 2662.67
31 Dec Adelaide Oval Sma Lqps Nth Adelaide MasterCard 9.2 2671.87
31 Dec Flagstaff Hill Foodqps Flagstaff Hil MasterCard 29.6 2701.48
31 Dec Harris Scarfe Oaklands Park MasterCard 116.0 2817.48
31 Dec Seeds Uniting Church 61883706472 MasterCard 55.0 2872.48
31 Dec Seeds Uniting Church 61883706472 MasterCard 55.0 2927.48
01 Jan Bunnings 359000 Qps Port Noarlung MasterCard 3.6 2931.08
01 Jan Bunnings Building Supplienoarlunga American Express 399.0 3330.08
01 Jan Bunnings Building Supplienoarlunga American Express 43.8 3373.92
02 Jan Toys R US Port Noarlung MasterCard 39.9 3413.91
02 Jan Big W W0553 Oaklands Park MasterCard 3.4 3417.38
02 Jan Target 127 Marion Marion American Express 65.0 3482.38
02 Jan Playstationnetwork Internet## GBR MERCHANTMasterCard 47.9 3530.33
02 Jan Erskine and Wellington Oaklands Park MasterCard 12.3 3542.63
02 Jan Knmn Pty Ltd Woodville MasterCard 30.0 3572.63
02 Jan Intnl Transaction Fee MasterCard 1.4 3574.07
02 Jan Mcdonalds Noarlunga Noarlunga Cen MasterCard 18.4 3592.47
03 Jan Drake Supermarkets A Aberfoyle Par MasterCard 221.9 3814.37
03 Jan The Cheesecake Shop Park Holme MasterCard 32.9 3847.27
03 Jan Nordburger Norwood Norwood MasterCard 72.0 3919.27
03 Jan Winston Music Daw Park MasterCard 29.9 3949.22
03 Jan Spotify Stockholm## 752 MERCHANTAmerican Express 11.9 3961.21
03 Jan Intnl Transaction Fee American Express 0.3 3961.57
03 Jan JB Hi Fi Oaklands Park MasterCard 9.9 3971.52
04 Jan The Golden Wishbone Mitchell Park MasterCard 27.0 3998.52
04 Jan Ptag Coles 0419\Park Holmsydney MasterCard 43.7 4042.24
04 Jan Coles 0419 Park Holme MasterCard 16.6 4058.89
04 Jan Apple Itunes Store Sydney MasterCard 17.9 4076.88
05 Jan Caltex Aberfoyle Par Aberfoyle Par MasterCard 49.9 4126.86
05 Jan Payment Received, Thank You MasterCard 45.00 4081.86
05 Jan Target 5127 Marion MasterCard 71.5 4153.36
05 Jan Gloria Jeans Oaklands Park MasterCard 22.8 4176.16
05 Jan Mitre 10 Aberfoyle Par Aberfoyle Par MasterCard 43.6 4219.82
05 Jan Aberfoyle Hub Tavern Aberfoyle Par American Express 26.0 4245.82
05 Jan Woolworths 5661 Aberfoyleaberfoyle Par American Express 40.5 4286.32
05 Jan Playstationnetwork Internet## GBR MERCHANTMasterCard 46.8 4333.19
05 Jan Bunnings Marian 5095 Marion American Express 30.9 4364.11
05 Jan Intnl Transaction Fee MasterCard 1.4 4365.52
06 Jan Event Cinemas Marion Oaklands Park MasterCard 9.6 4375.12
06 Jan Event Cinemas Marion Oaklands Park MasterCard 16.3 4391.42
06 Jan Grill D Pty Ltd Marion Oaklands Park MasterCard 53.1 4444.52
06 Jan Playstationnetwork Internet## GBR MERCHANTMasterCard 10.0 4454.52
06 Jan Intnl Transaction Fee MasterCard 0.3 4454.82
07 Jan Internode Pty Ltd Adelaide MasterCard 269.6 4724.48
07 Jan Target 5127 Marion MasterCard 8.0 4732.48
07 Jan Itunes Music Store Sydney American Express 17.9 4750.47
07 Jan Coles Oaklands Park 458 Oaklands Park American Express 15.5 4765.97
09 Jan Pasadena Chemmart Pasadena MasterCard 46. 4812.94
